City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Bani Walid,LY,2022-06-12 12:32:56,31.7566,13.9942,90.1,25,0,14.07
387,Asfi,MA,2022-06-12 12:32:57,32.2994,-9.2372,71.65,80,30,9.84
388,Port Elgin,CA,2022-06-12 12:32:57,46.0487,-64.0868,68.05,65,18,6.96
389,Sao Joao Da Barra,BR,2022-06-12 12:30:23,-21.6403,-41.0511,68.09,88,100,3.62
390,Dingle,PH,2022-06-12 12:32:57,10.9995,122.6711,78.93,83,37,3.51
391,Anuradhapura,LK,2022-06-12 12:32:58,8.3565,80.4173,81.59,72,100,11.72
392,Pangnirtung,CA,2022-06-12 12:32:58,66.1451,-65.7125,33.17,94,79,2.68
393,Atar,MR,2022-06-12 12:32:58,20.5169,-13.0499,104.05,22,0,13.8
394,Cabedelo,BR,2022-06-12 12:31:58,-6.9811,-34.8339,81.27,74,31,7.09
395,Acajutiba,BR,2022-06-12 12:32:59,-11.6622,-38.0172,81.54,67,79,6.91
396,Cidreira,BR,2022-06-12 12:32:59,-30.1811,-50.2056,48.4,64,4,20.45
397,San Joaquin,US,2022-06-12 12:32:59,37.9333,-121.3011,71.24,70,0,9.22
398,Sakakah,SA,2022-06-12 12:33:00,29.9697,40.2064,107.17,7,0,5.44
399,Hambantota,LK,2022-06-12 12:33:00,6.1241,81.1185,88.14,70,40,13.8
400,Harrismith,ZA,2022-06-12 12:33:00,-28.2728,29.1295,63.41,16,0,15.55
401,Netrakona,BD,2022-06-12 12:33:01,24.8833,90.7167,82.36,86,84,10.78
402,Sharjah,AE,2022-06-12 12:30:17,25.3573,55.4033,106.09,27,0,14.97
403,Necochea,AR,2022-06-12 12:30:04,-38.5473,-58.7368,46.67,47,7,7.16
404,Dongsheng,CN,2022-06-12 12:33:02,39.8161,109.9776,66.97,20,5,9.4
405,San Quintin,MX,2022-06-12 12:33:02,30.4833,-115.95,63.25,92,19,5.53
406,Kharp,RU,2022-06-12 12:33:02,66.8014,65.8081,48.67,74,75,16.82
407,Luderitz,NA,2022-06-12 12:33:03,-26.6481,15.1594,68.31,53,100,9.53
408,Saint Anthony,US,2022-06-12 12:33:03,45.0205,-93.218,65.21,84,100,12.66
409,Tadine,NC,2022-06-12 12:33:03,-21.55,167.8833,73.13,90,100,4.61
410,Bhum,IN,2022-06-12 12:33:04,18.4667,75.6667,86.23,51,99,11.9
411,Horsham,GB,2022-06-12 12:33:04,51.064,-0.3272,68.49,50,20,12.66
412,Green River,US,2022-06-12 12:33:04,41.5286,-109.4662,57.6,36,13,4.29
413,Lekoni,GA,2022-06-12 12:33:05,-1.5843,14.2591,92.46,31,94,0.29
414,Andenes,NO,2022-06-12 12:33:05,69.3143,16.1194,48.18,81,75,10.36
415,Sinnamary,GF,2022-06-12 12:33:05,5.3833,-52.95,81.68,77,42,6.67
416,Mayo,US,2022-06-12 12:34:06,38.8876,-76.5119,71.08,90,40,1.01
417,Hailey,US,2022-06-12 12:34:06,43.5196,-114.3153,53.46,68,100,10.36
418,Togur,RU,2022-06-12 12:34:06,58.3631,82.8265,71.87,57,93,6.08
419,Ardatov,RU,2022-06-12 12:34:07,55.2421,43.097,65.05,47,6,8.66
420,Stornoway,GB,2022-06-12 12:34:07,58.2093,-6.3865,55.36,70,40,19.57
421,Bratsk,RU,2022-06-12 12:30:59,56.1325,101.6142,75.69,44,100,5.97
422,Coos Bay,US,2022-06-12 12:30:52,43.3665,-124.2179,55.99,97,100,4.61
423,Ngunguru,NZ,2022-06-12 12:34:07,-35.6167,174.5,60.78,74,9,25.84
424,Rawson,AR,2022-06-12 12:34:08,-43.3002,-65.1023,53.92,31,100,8.3
425,Rocha,UY,2022-06-12 12:34:08,-34.4833,-54.3333,51.51,73,22,11.18
426,Sao Pedro,BR,2022-06-12 12:34:08,-22.5486,-47.9139,61.86,48,34,1.3
427,Sosnovo-Ozerskoye,RU,2022-06-12 12:34:09,52.5249,111.5418,54.97,68,12,3.85
428,Priargunsk,RU,2022-06-12 12:34:09,50.3691,119.1012,58.66,81,100,4.27
429,Cascais,PT,2022-06-12 12:34:09,38.6979,-9.4215,88.95,50,20,9.22
430,Paso De Los Toros,UY,2022-06-12 12:34:10,-32.8167,-56.5167,46.54,49,0,8.28
431,Port-Gentil,GA,2022-06-12 12:34:10,-0.7193,8.7815,82.36,78,75,8.05
432,Ambalavao,MG,2022-06-12 12:34:10,-21.8333,46.9333,60.91,77,72,8.01
433,Pidhorodna,UA,2022-06-12 12:34:11,48.107,30.8895,84.81,29,25,13.22
434,Fereydunshahr,IR,2022-06-12 12:34:11,32.941,50.121,78.82,10,4,2.71
435,Mount Gambier,AU,2022-06-12 12:31:38,-37.8333,140.7667,50.61,84,99,3.69
436,Sola,VU,2022-06-12 12:34:11,-13.8833,167.55,74.07,100,40,0.0
437,Havre-Saint-Pierre,CA,2022-06-12 12:34:12,50.2334,-63.5986,59.36,58,20,12.66
438,Pachino,IT,2022-06-12 12:34:12,36.7186,15.0907,75.54,59,0,10.85
439,Magadan,RU,2022-06-12 12:34:12,59.5667,150.8,42.53,93,100,3.2
440,Adre,TD,2022-06-12 12:34:13,13.4667,22.2,96.13,27,80,8.12
441,Hengyang,CN,2022-06-12 12:34:13,26.8881,112.615,71.1,96,97,2.53
442,Solok,ID,2022-06-12 12:34:13,-0.7918,100.6593,72.55,98,100,1.28
443,Namatanai,PG,2022-06-12 12:34:14,-3.6667,152.4333,79.34,80,31,7.9
444,Maniwaki,CA,2022-06-12 12:34:14,46.3834,-75.966,55.78,100,100,2.3
445,Gushikawa,JP,2022-06-12 12:34:14,26.3544,127.8686,78.8,96,40,3.44
446,Shingu,JP,2022-06-12 12:34:15,33.7333,135.9833,64.35,70,100,6.6
447,Saskylakh,RU,2022-06-12 12:34:15,71.9167,114.0833,67.05,33,76,10.83
448,Marsh Harbour,BS,2022-06-12 12:34:15,26.5412,-77.0636,81.48,77,100,13.53
449,Bekhtery,UA,2022-06-12 12:34:16,46.251,32.2927,86.43,27,30,17.09
450,Acaponeta,MX,2022-06-12 12:34:16,22.4964,-105.3594,77.23,77,33,1.74
451,West Bay,KY,2022-06-12 12:34:16,19.3667,-81.4167,83.07,82,20,10.36
452,Zaltan,LY,2022-06-12 12:34:16,32.947,11.8665,80.2,46,0,15.68
453,Povenets,RU,2022-06-12 12:34:17,62.8487,34.8262,59.52,78,97,8.68
454,Srednekolymsk,RU,2022-06-12 12:34:17,67.45,153.6833,54.57,38,17,8.77
455,Barcelos,PT,2022-06-12 12:34:17,41.5388,-8.6151,91.92,52,7,7.18
456,Morgan City,US,2022-06-12 12:32:57,29.6994,-91.2068,79.02,100,20,0.0
457,Krivodol,BG,2022-06-12 12:34:18,43.3744,23.4844,66.97,88,100,6.78
458,Kuala Terengganu,MY,2022-06-12 12:34:18,5.3302,103.1408,80.55,94,20,0.0
459,Vakhtan,RU,2022-06-12 12:34:18,57.9659,46.6889,64.35,42,6,7.05
460,Zharkent,KZ,2022-06-12 12:34:19,44.1628,80.0,84.79,34,63,10.56
461,Sangmelima,CM,2022-06-12 12:34:19,2.9333,11.9833,82.44,59,98,1.81
462,Sungairaya,ID,2022-06-12 12:35:19,0.7,108.9,79.29,84,100,6.91
463,Tias,ES,2022-06-12 12:35:20,28.9611,-13.645,74.88,61,75,14.97
464,Varkaus,FI,2022-06-12 12:35:20,62.3153,27.873,74.3,37,100,11.1
465,Xapuri,BR,2022-06-12 12:35:21,-10.6517,-68.5044,65.84,62,14,6.53
466,Ballyshannon,IE,2022-06-12 12:35:21,54.5,-8.1833,55.26,71,35,20.38
467,Xichang,CN,2022-06-12 12:35:21,27.8964,102.2634,67.64,83,100,2.64
468,Oktyabrskoye,RU,2022-06-12 12:35:21,43.0645,44.7417,80.74,26,4,13.42
469,Iskateley,RU,2022-06-12 12:35:22,67.6803,53.1512,57.13,35,0,8.97
470,Las Vegas,US,2022-06-12 12:34:09,36.175,-115.1372,87.24,20,0,14.97
471,Mattru,SL,2022-06-12 12:35:22,7.6244,-11.8332,86.36,65,99,4.25
472,La Macarena,CO,2022-06-12 12:35:23,2.1837,-73.7849,68.22,100,100,1.54
473,Tindwari,IN,2022-06-12 12:35:23,25.6167,80.5333,110.61,11,1,6.26
474,Uthal,PK,2022-06-12 12:35:23,25.8072,66.6219,89.13,59,18,14.23
475,Hofn,IS,2022-06-12 12:35:24,64.2539,-15.2082,59.02,63,75,16.11
476,Pecos,US,2022-06-12 12:32:36,31.4229,-103.4932,68.09,45,0,0.0
477,Kismayo,SO,2022-06-12 12:35:24,-0.3582,42.5454,81.64,70,53,16.55
478,Agadez,NE,2022-06-12 12:34:18,19.75,10.25,107.96,8,0,10.31
479,Rio Gallegos,AR,2022-06-12 12:35:25,-51.6226,-69.2181,37.45,87,0,3.44
480,Mangrol,IN,2022-06-12 12:35:25,21.1167,70.1167,84.06,74,90,14.18
481,Meulaboh,ID,2022-06-12 12:35:25,4.1363,96.1285,77.09,87,100,6.13
482,Kirakira,SB,2022-06-12 12:35:25,-10.4544,161.9205,78.51,79,12,4.81
483,Krasnyy Yar,RU,2022-06-12 12:35:26,46.5331,48.3456,87.73,21,57,6.42
484,Mitsamiouli,KM,2022-06-12 12:35:26,-11.3847,43.2844,79.72,70,56,9.62
485,Clyde River,CA,2022-06-12 12:35:26,70.4692,-68.5914,32.23,93,100,9.22
486,Mikhaylovka,RU,2022-06-12 12:35:27,50.06,43.2379,82.78,43,4,11.34
487,Nenjiang,CN,2022-06-12 12:35:27,49.1833,125.2167,60.66,93,100,8.16
488,Saint-Joseph,RE,2022-06-12 12:35:28,-21.3667,55.6167,75.58,79,47,16.55
489,Linguere,SN,2022-06-12 12:35:28,15.3953,-15.1193,91.62,52,0,6.91
490,Burgeo,CA,2022-06-12 12:35:28,47.6167,-57.6152,55.13,83,100,3.15
491,Katherine,AU,2022-06-12 12:35:29,-14.4667,132.2667,59.32,44,7,5.75
492,Taoudenni,ML,2022-06-12 12:35:29,22.6783,-3.9836,110.21,12,0,9.37
493,Wamba,NG,2022-06-12 12:35:29,8.9333,8.6,89.02,51,100,4.5
494,Fort Smith,US,2022-06-12 12:35:30,35.3859,-94.3986,79.34,92,0,4.61
495,Razole,IN,2022-06-12 12:35:30,16.4833,81.8333,87.21,63,66,9.78
496,Idanre,NG,2022-06-12 12:35:30,7.1127,5.1159,88.7,47,64,2.77
497,Kargasok,RU,2022-06-12 12:35:30,59.0556,80.8572,68.23,65,82,12.55
498,Ust-Kuyga,RU,2022-06-12 12:35:31,70.0167,135.6,62.83,40,0,12.44
499,Sunbury,AU,2022-06-12 12:31:26,-37.5833,144.7333,48.9,91,91,4.0
500,Hamilton,US,2022-06-12 12:30:53,39.1834,-84.5333,70.11,95,75,52.99
501,Mehamn,NO,2022-06-12 12:35:31,71.0357,27.8492,48.11,88,100,26.66
502,Eyl,SO,2022-06-12 12:35:32,7.9803,49.8164,94.17,40,100,26.13
503,Chapais,CA,2022-06-12 12:32:45,49.7834,-74.8492,56.98,89,100,7.16
504,Bilibino,RU,2022-06-12 12:35:32,68.0546,166.4372,50.05,45,51,6.46
505,Solnechnyy,RU,2022-06-12 12:35:32,50.7214,136.6319,59.2,77,100,3.22
506,Ibotirama,BR,2022-06-12 12:32:01,-12.1853,-43.2206,88.12,30,100,0.92
507,Lac Du Bonnet,CA,2022-06-12 12:36:33,50.2536,-96.0612,52.7,90,100,8.55
508,Bandarbeyla,SO,2022-06-12 12:36:33,9.4942,50.8122,94.42,43,100,23.04
509,Novyy Urengoy,RU,2022-06-12 12:36:33,66.0833,76.6333,69.51,54,100,13.51
510,Malangali,TZ,2022-06-12 12:36:34,-8.5667,34.85,72.03,48,3,10.31
511,Ginir,ET,2022-06-12 12:36:34,7.1333,40.7,73.72,47,87,11.99
512,Port Augusta,AU,2022-06-12 12:36:34,-32.5,137.7667,50.16,81,100,6.49
513,Skrunda,LV,2022-06-12 12:36:34,56.6833,22.0167,69.73,50,100,11.61
514,Portland,US,2022-06-12 12:33:41,45.5234,-122.6762,54.61,91,100,1.01
515,Isangel,VU,2022-06-12 12:36:35,-19.55,169.2667,73.51,94,100,3.44
516,Zambezi,ZM,2022-06-12 12:36:35,-13.5432,23.1047,80.1,26,9,4.65
517,Mamallapuram,IN,2022-06-12 12:36:36,12.6264,80.1722,93.25,70,66,14.34
518,Nichinan,JP,2022-06-12 12:36:36,31.6,131.3667,71.28,83,100,1.54
519,Huambo,AO,2022-06-12 12:36:36,-12.7761,15.7392,75.7,23,2,2.37
520,Malanje,AO,2022-06-12 12:36:37,-9.5402,16.341,85.48,19,20,0.76
521,Puerto Baquerizo Moreno,EC,2022-06-12 12:36:37,-0.9,-89.6,70.81,83,88,10.38
522,Moron,AR,2022-06-12 12:36:37,-34.6534,-58.6198,49.96,61,0,0.67
523,Hope,US,2022-06-12 12:35:30,33.6671,-93.5916,78.85,80,100,7.7
524,Erzin,TR,2022-06-12 12:36:38,36.9559,36.2,78.62,56,0,13.15
525,Byron Bay,AU,2022-06-12 12:35:13,-28.65,153.6167,54.82,63,100,8.16
526,Gamba,GA,2022-06-12 12:36:38,-2.65,10.0,81.43,71,44,11.23
527,Changde,CN,2022-06-12 12:36:38,29.0464,111.6783,66.72,97,100,2.48
528,Pochutla,MX,2022-06-12 12:36:39,15.7432,-96.4661,73.22,85,73,3.18
529,Smithers,CA,2022-06-12 12:34:05,54.7804,-127.1743,37.72,93,75,0.0
530,Pithoro,PK,2022-06-12 12:36:39,25.5167,69.3833,102.04,26,0,21.23
531,Los Llanos De Aridane,ES,2022-06-12 12:36:39,28.6585,-17.9182,72.12,83,75,8.05
532,Ambulu,ID,2022-06-12 12:36:40,-8.345,113.6058,77.41,89,99,3.65
533,Kyra,RU,2022-06-12 12:36:40,49.5776,111.9753,54.64,90,100,7.2
534,Oksfjord,NO,2022-06-12 12:36:40,70.2396,22.3479,50.07,86,100,10.8
535,Porto Santo,PT,2022-06-12 12:36:41,33.072,-16.3415,70.18,68,40,12.66
536,Berbera,SO,2022-06-12 12:36:41,10.4396,45.0143,96.48,47,59,13.47
537,Banamba,ML,2022-06-12 12:36:41,13.55,-7.45,100.0,25,24,5.95
538,Maceio,BR,2022-06-12 12:32:23,-9.6658,-35.7353,80.04,78,20,5.75
539,Nizhniy Baskunchak,RU,2022-06-12 12:36:42,48.2198,46.8311,86.31,28,89,15.12
540,Athabasca,CA,2022-06-12 12:32:32,54.7169,-113.2854,48.61,86,22,4.47
541,Panguna,PG,2022-06-12 12:36:42,-6.3164,155.4848,66.72,93,62,2.26
542,Zadar,HR,2022-06-12 12:36:42,44.1197,15.2422,84.81,24,0,5.75
543,Vyartsilya,RU,2022-06-12 12:36:43,62.1764,30.693,66.61,56,100,8.39
544,Ystad,SE,2022-06-12 12:36:43,55.4297,13.8204,68.74,73,42,15.19
545,Llangefni,GB,2022-06-12 12:36:43,53.2556,-4.3106,63.66,67,20,19.57
546,Ventersburg,ZA,2022-06-12 12:36:44,-28.0856,27.1381,61.48,28,1,7.29
547,Coihaique,CL,2022-06-12 12:36:44,-45.5752,-72.0662,32.61,93,75,4.61
548,Tuatapere,NZ,2022-06-12 12:36:44,-46.1333,167.6833,36.01,91,11,2.28
549,Tigre,AR,2022-06-12 12:36:44,-34.426,-58.5796,50.22,72,0,1.14
550,Balagansk,RU,2022-06-12 12:36:45,54.0103,103.0544,66.74,47,89,4.27
551,Karratha,AU,2022-06-12 12:36:45,-20.7377,116.8463,76.26,61,90,5.73
552,Abdulino,RU,2022-06-12 12:36:45,53.7,53.6667,52.7,74,100,10.6
553,Hima,UG,2022-06-12 12:36:46,0.2958,30.1804,80.31,56,99,2.17
554,Guider,CM,2022-06-12 12:36:46,9.9342,13.9486,90.93,44,96,11.1
555,Savannah Bight,HN,2022-06-12 12:37:46,16.45,-85.85,79.99,81,71,15.99
556,Tahe,CN,2022-06-12 12:37:47,52.3333,124.7333,59.31,83,100,5.26
557,Lorengau,PG,2022-06-12 12:37:47,-2.0226,147.2712,81.88,75,90,8.32
558,Praia Da Vitoria,PT,2022-06-12 12:37:47,38.7333,-27.0667,66.76,77,40,20.22
559,Comodoro Rivadavia,AR,2022-06-12 12:37:48,-45.8667,-67.5,48.06,43,100,3.44
560,Faratsiho,MG,2022-06-12 12:37:48,-19.4,46.95,59.29,62,83,9.46
561,Katsuura,JP,2022-06-12 12:37:48,35.1333,140.3,65.52,89,11,5.77
562,Bangangte,CM,2022-06-12 12:37:49,5.1409,10.5198,72.09,76,100,1.74
563,Tazovskiy,RU,2022-06-12 12:37:49,67.4667,78.7,63.86,53,100,17.63
564,Itarema,BR,2022-06-12 12:37:49,-2.9248,-39.9167,81.86,74,100,9.44
565,Dzhebariki-Khaya,RU,2022-06-12 12:37:50,62.2167,135.8,58.57,74,100,9.35
566,Suixi,CN,2022-06-12 12:37:50,33.8907,116.7747,77.13,59,95,9.37
567,Bol,TD,2022-06-12 12:37:50,13.4586,14.7147,84.45,67,34,9.64
568,Pahrump,US,2022-06-12 12:37:51,36.2083,-115.9839,79.25,24,0,8.99
569,Waitati,NZ,2022-06-12 12:37:51,-45.75,170.5667,46.8,50,90,3.56
570,Kamaishi,JP,2022-06-12 12:37:51,39.2667,141.8833,56.16,92,0,6.4
571,Sabha,LY,2022-06-12 12:37:52,27.0377,14.4283,94.41,17,0,10.29
572,Mogadishu,SO,2022-06-12 12:37:52,2.0371,45.3438,85.87,70,40,20.71
573,Havoysund,NO,2022-06-12 12:37:52,70.9963,24.6622,48.43,95,100,32.79
574,Buala,SB,2022-06-12 12:37:53,-8.145,159.5921,79.52,76,97,6.67
575,Troitskoye,RU,2022-06-12 12:37:53,52.9821,84.6757,72.81,78,29,7.16
576,Saint-Louis,SN,2022-06-12 12:37:53,16.3333,-15.0,89.24,23,100,6.33
577,Durban,ZA,2022-06-12 12:37:54,-29.8579,31.0292,74.32,64,4,1.99
578,Margate,GB,2022-06-12 12:35:47,51.3813,1.3862,68.7,61,100,1.99
